UF,Codigo SIAFI Municipio,Nome Municipio,Valor Parcela
RN,1741,MACAIBA,8500
CE,1567,TAUA,28300
PB,2079,MAMANGUAPE,25600
BA,3377,BOM JESUS DA LAPA,34200
DF,9701,BRASILIA,8700
AM,255,MANAUS,12400
SP,7079,SAO CARLOS,3900
MG,4625,IPATINGA,8500
PE,2535,RIBEIRAO,8500
RN,1823,SANTA CRUZ,37100
PI,1037,BOM JESUS,34100
PE,2477,LIMOEIRO,13100
MT,9185,TANGARA DA SERRA,16300
PA,427,BELEM,20200
CE,1321,ARACATI,12400
MA,1285,SANTA LUZIA DO PARUA,15900
RS,8511,ALVORADA,8500
PA,427,BELEM,12400
PE,2335,BETANIA,8500
CE,1569,TIANGUA,33400
CE,1383,CRATEUS,8500
TO,9243,ARAGUATINS,13100
AC,139,RIO BRANCO,12400
MA,727,BALSAS,8500
RJ,5819,CAMPOS DOS GOITACAZES,17100
MA,761,CHAPADINHA,25700
SP,6429,FRANCO DA ROCHA,16300
MG,5293,SAO SEBASTIAO DO PARAISO,17000
MA,723,BACABAL,16300
RN,1759,MOSSORO,22500
PR,7493,CASCAVEL,25600
PB,2051,JOAO PESSOA,17000
CE,1349,BREJO SANTO,24800
PA,427,BELEM,24100
MA,869,PINHEIRO,12400
BA,3511,ESPLANADA,8500
SP,7121,SAO VICENTE,12400
AM,255,MANAUS,12400
RJ,5803,ARARUAMA,11700
SP,6795,OURINHOS,19300
PE,2457,JABOATAO DOS GUARARAPES,8500
ES,5659,IUNA,16300
PE,2443,IPOJUCA,12400
PE,2521,PETROLINA,11700
SP,6475,GUARUJA,20200
MA,803,IMPERATRIZ,18200
SP,6305,CAPAO BONITO,3900
CE,1337,BARBALHA,20200
CE,1555,SENADOR POMPEU,14600
MA,723,BACABAL,8500
PB,2027,GUARABIRA,24100
PI,1219,TERESINA,36200
TO,9243,ARAGUATINS,39100
PE,2337,BEZERROS,17100
MG,4725,JOAO PINHEIRO,14900
SP,7107,SAO PAULO,25600
MG,4827,MEDINA,12400
MT,9005,ALTO ARAGUAIA,16300
RJ,6001,RIO DE JANEIRO,17000
AM,255,MANAUS,16300
PE,2355,BUIQUE,32600
BA,3661,JEQUIE,4600
PE,2549,SANTA CRUZ DO CAPIBARIBE,34200
PE,2543,SALGUEIRO,19400
AC,139,RIO BRANCO,25600
BA,3341,ARACI,12400
PB,1981,CAMPINA GRANDE,24100
RS,8951,URUGUAIANA,8500
BA,3957,VALENCA,16300
PR,7435,ARAUCARIA,12400
BA,3313,ALAGOINHAS,15800
MG,4553,GOVERNADOR VALADARES,17200
MG,4305,CATAGUASES,20200
PB,2041,ITAPORANGA,40900
PE,2333,BELO JARDIM,33300
PA,505,ORIXIMINA,12400
PB,2051,JOAO PESSOA,23900
MG,4701,JANAUBA,41600
MA,921,SAO LUIS,8500
SP,6945,RANCHARIA,8700
RJ,2909,BELFORD ROXO,12400
MA,891,ROSARIO,12400
RJ,5901,SAO JOAO DE MERITI,17000
SP,7107,SAO PAULO,8500
RJ,5833,DUQUE DE CAXIAS,17000
MG,4481,ESMERALDAS,17200
PR,7691,MARINGA,8500
RJ,5833,DUQUE DE CAXIAS,12400
CE,1527,QUIXADA,12400
PA,559,TOME-ACU,8700
SP,7075,SAO BERNARDO DO CAMPO,4600
MA,727,BALSAS,24100
MG,4067,ARACUAI,8500
PE,2341,BOM CONSELHO,15800
BA,3873,SANTO ANTONIO DE JESUS,16300
MG,5293,SAO SEBASTIAO DO PARAISO,19500
CE,1337,BARBALHA,24100
BA,3751,NAZARE,22400
MG,4855,MONTE ALEGRE DE MINAS,16300
PE,2531,RECIFE,8500
AM,253,MANACAPURU,36700
GO,9361,FORMOSA,17700
BA,3849,SALVADOR,8500
MA,793,GRAJAU,23200
CE,1559,SOBRAL,15200
CE,1373,CAUCAIA,21100
SP,6291,CAMPINAS,16300
GO,1052,AGUAS LINDAS DE GOIAS,16300
MA,957,SANTA INES,21700
PE,2333,BELO JARDIM,8500
PB,2143,POMBAL,16300
MT,9871,PRIMAVERA DO LESTE,17100
AM,255,MANAUS,63400
BA,3849,SALVADOR,24100
RJ,5813,CABO FRIO,20200
MA,921,SAO LUIS,12400
RS,8713,ITAQUI,7800
DF,9701,BRASILIA,8500
PE,2477,LIMOEIRO,12400
MA,757,CAXIAS,20200
MG,4941,PARA DE MINAS,3900
MG,5249,SAO JOAO DEL REI,17200
PA,535,SANTAREM,12400
PI,1167,PIRIPIRI,8500
MA,921,SAO LUIS,23300
PE,2321,ARARIPINA,24200
PA,443,CAPANEMA,36100
TO,9461,MIRACEMA DO TOCANTINS,17200
PA,475,JACUNDA,31800
SP,6897,POA,18500
MA,921,SAO LUIS,20200
AM,275,SAO PAULO DE OLIVENCA,24400
BA,3315,ALCOBACA,20200
PA,567,REDENCAO,12400
BA,3083,CAPIM GROSSO,13100
SP,7079,SAO CARLOS,3900
SP,6371,CUBATAO,25600
MA,757,CAXIAS,7800
SE,3159,ITABAIANINHA,8500
RJ,2909,BELFORD ROXO,20200
PI,1159,PICOS,17700
MG,4715,JEQUITINHONHA,12100
MG,5371,TEOFILO OTONI,42600
CE,1341,BATURITE,16300
SC,8127,GUARAMIRIM,15800
MA,761,CHAPADINHA,8500
BA,3087,DIAS D'AVILA,12400
PB,1931,BANANEIRAS,20900
BA,3593,IRECE,13100
BA,3965,VITORIA DA CONQUISTA,23800
CE,1351,CAMOCIM,11700
BA,3377,BOM JESUS DA LAPA,25600
PA,447,CASTANHAL,13100
PE,2321,ARARIPINA,17600
PA,535,SANTAREM,24800
PR,9983,FAZENDA RIO GRANDE,8500
CE,1369,CASCAVEL,8500
TO,9621,TOCANTINOPOLIS,16300
BA,3861,SANTALUZ,13100
GO,9753,SENADOR CANEDO,7800
SP,7107,SAO PAULO,3900
BA,3769,PALMAS DE MONTE ALTO,8700
MG,4771,LIMA DUARTE,25500
PA,427,BELEM,16300
BA,3735,MORRO DO CHAPEU,48200
ES,5603,ALEGRE,8500
RN,1681,GOIANINHA,34200
MT,8999,PONTES E LACERDA,17000
PA,427,BELEM,17200
AC,107,CRUZEIRO DO SUL,59400
PI,1219,TERESINA,25700
PE,2627,VITORIA DE SANTO ANTAO,16300
BA,3363,BARREIRAS,20200
AL,2785,MACEIO,12400
SP,7107,SAO PAULO,12400
SP,6377,DIADEMA,24200
RJ,5897,SAO GONCALO,22400
GO,9373,GOIANIA,12400
CE,1351,CAMOCIM,22900
PB,1931,BANANEIRAS,13300
PE,2631,ABREU E LIMA,34200
PE,2491,OLINDA,17000
CE,1337,BARBALHA,17100
RJ,6001,RIO DE JANEIRO,8700
TO,9627,GUARAI,17100
MA,727,BALSAS,15700
SP,6593,JACUPIRANGA,13100
PB,2207,SAPE,8700
SP,7157,TABOAO DA SERRA,34100
ES,5703,VILA VELHA,8700
SE,3189,NOSSA SENHORA DA GLORIA,16300
RJ,6001,RIO DE JANEIRO,12400
RJ,5853,MARICA,12400
DF,9701,BRASILIA,8500
SP,6203,BARIRI,16600
ES,5629,COLATINA,35200
SP,6239,BOITUVA,20200
PB,2027,GUARABIRA,32100
SP,6155,ARACATUBA,13100
BA,3669,JUAZEIRO,14800
PE,2517,PESQUEIRA,8500
MA,727,BALSAS,12400
RN,1741,MACAIBA,22900
PI,1153,PARNAIBA,8500
SP,7117,SAO SEBASTIAO DA GRAMA,25600
PR,7777,PONTA GROSSA,8500
MG,4733,JUIZ DE FORA,20200
RJ,5849,MAGE,11700
BA,3725,MIGUEL CALMON,8700
PE,2419,GARANHUNS,34100
MG,4033,ALMENARA,13900
RN,1841,SAO JOSE DE MIPIBU,12400
MS,9073,DOURADOS,8700
PB,1975,CAJAZEIRAS,17100
AM,9841,PRESIDENTE FIGUEIREDO,12400
CE,1355,CANINDE,22700
MG,4033,ALMENARA,8500
RJ,6001,RIO DE JANEIRO,25700
PE,2491,OLINDA,8500
AL,2747,DELMIRO GOUVEIA,32500
MG,4683,ITUIUTABA,7800
PA,443,CAPANEMA,13100
SP,6547,ITAPETININGA,28000
PE,2475,LAJEDO,8500
AL,2793,MARECHAL DEODORO,27700
BA,3363,BARREIRAS,20200
MA,723,BACABAL,17000
BA,3821,REMANSO,25600
RS,8511,ALVORADA,12400
SP,6401,EMBU,8700
PI,1199,SAO JOAO DO PIAUI,33400
PB,1975,CAJAZEIRAS,12400
SP,6377,DIADEMA,22400
RJ,6001,RIO DE JANEIRO,34100
AP,605,MACAPA,20200
PR,7535,CURITIBA,3900
CE,1389,FORTALEZA,16300
SP,7107,SAO PAULO,16300
CE,1373,CAUCAIA,22700
AL,2785,MACEIO,15200
CE,1585,MARACANAU,3900
SP,7107,SAO PAULO,12400
PE,2549,SANTA CRUZ DO CAPIBARIBE,20200
SP,7107,SAO PAULO,17100
RS,8801,PORTO ALEGRE,20200
MS,9051,CAMPO GRANDE,15600
ES,760,MARATAIZES,20900
MA,861,PEDREIRAS,8500
GO,9433,JATAI,4600
BA,3759,NOVA SOURE,17700
MA,757,CAXIAS,12400
ES,5677,NOVA VENECIA,12400
SP,6795,OURINHOS,7800
RS,8423,ELDORADO DO SUL,34200
BA,3897,SEABRA,8500
PA,427,BELEM,12400
AL,2837,PILAR,16300
MT,131,CONFRESA,17200
PA,529,SANTA ISABEL DO PARA,12400
RO,7,ARIQUEMES,3900
PE,2341,BOM CONSELHO,34100
PA,571,XINGUARA,16300
TO,9685,AUGUSTINOPOLIS,51100
MG,4123,BELO HORIZONTE,16300
BA,3655,JAGUARARI,12400
BA,3363,BARREIRAS,12400
SP,7107,SAO PAULO,3900
RS,8877,SAO LEOPOLDO,3900
PA,551,SAO MIGUEL DO GUAMA,12400
AM,9847,TABATINGA,46900
BA,3897,SEABRA,29700
PA,447,CASTANHAL,24100
MT,9047,CACERES,34200
SP,7107,SAO PAULO,17200
AC,139,RIO BRANCO,25700
BA,3575,INHAMBUPE,12400
MA,849,PACO DO LUMIAR,3900
PE,2419,GARANHUNS,12400
SP,7107,SAO PAULO,20900
PE,2581,SERTANIA,8700
MA,921,SAO LUIS,12400
BA,3397,CACHOEIRA,17200
SP,6477,GUARULHOS,14800
SC,8335,SAO LUDGERO,21600
PE,2627,VITORIA DE SANTO ANTAO,8500
SP,6885,PIRAPOZINHO,28700
PA,427,BELEM,17200
MG,4919,OURO FINO,20200
PA,505,ORIXIMINA,35200
SP,6373,CUNHA,3900
PE,2359,CABROBO,23300
ES,5651,ICONHA,13100
AL,2775,JOAQUIM GOMES,16300
BA,3849,SALVADOR,8500
RS,8791,PELOTAS,8500
SP,6313,CARAPICUIBA,16300
AC,105,BRASILEIA,32600
MG,5413,VARGINHA,7800
SP,7107,SAO PAULO,16300
MG,4133,BETIM,17200
BA,3515,FEIRA DE SANTANA,38700
AL,2825,PALMEIRA DOS INDIOS,16300
AM,261,MAUES,63400
RJ,2921,RIO DAS OSTRAS,25700
MT,9067,CUIABA,11700
DF,9701,BRASILIA,16300
RO,7,ARIQUEMES,16300
PA,535,SANTAREM,22300
SP,6649,LUCELIA,3900
PB,1937,BAYEUX,12100
AL,2785,MACEIO,17000
BA,3445,CASTRO ALVES,12400
CE,1303,ACARAU,8500
BA,3821,REMANSO,16300
MA,761,CHAPADINHA,89200
CE,1493,PACAJUS,16300
BA,3691,LIVRAMENTO DE NOSSA SENHORA,12400
RS,9825,PAROBE,26600
RJ,6001,RIO DE JANEIRO,12400
PE,2333,BELO JARDIM,20800
TO,9615,TAGUATINGA,17000
MG,4647,ITAJUBA,3900
MT,9067,CUIABA,16300
RO,3,PORTO VELHO,15600
PA,621,IPIXUNA DO PARA,14400
MA,727,BALSAS,17000
SP,6165,ARARAS,34200
PE,2383,CATENDE,8700
ES,5703,VILA VELHA,3900
RS,8877,SAO LEOPOLDO,17200
BA,3849,SALVADOR,17000
MG,2691,JUATUBA,21800
DF,9701,BRASILIA,7800
BA,3593,IRECE,25600
BA,3821,REMANSO,25700
PA,595,PARAUAPEBAS,16300
BA,3653,JAGUAQUARA,12100
PI,1167,PIRIPIRI,16300
BA,3873,SANTO ANTONIO DE JESUS,13100
MG,5139,SALINAS,17100
MG,4865,MONTES CLAROS,25600
SP,6853,PERUIBE,12400
PI,1219,TERESINA,8500
PR,5453,PINHAIS,12400
BA,3597,ITABUNA,8500
PB,2021,ESPERANCA,15800
SP,6477,GUARULHOS,4600
BA,3647,ITUBERA,8500
PE,2475,LAJEDO,8500
MA,861,PEDREIRAS,13100
SE,3159,ITABAIANINHA,8500
RJ,6001,RIO DE JANEIRO,8500
RJ,6001,RIO DE JANEIRO,8500
RJ,6001,RIO DE JANEIRO,25700
SP,7107,SAO PAULO,20200
SP,6639,LIMEIRA,25600
RJ,5897,SAO GONCALO,3900
SP,6291,CAMPINAS,8500
RJ,5837,ITABORAI,42600
SP,7107,SAO PAULO,20900
SP,6313,CARAPICUIBA,26100
AL,2705,ARAPIRACA,15800
BA,3039,SERRA DO RAMALHO,22700
PA,435,BREVES,22700
MG,5371,TEOFILO OTONI,34100
BA,3433,CANDIDO SALES,34100
SP,6475,GUARUJA,12400
CE,1389,FORTALEZA,8500
SP,2951,HORTOLANDIA,17100
PR,7955,QUEDAS DO IGUACU,8500
PR,7769,PIRAQUARA,17600
MG,4541,FRUTAL,21600
MA,803,IMPERATRIZ,23200
SC,8105,FLORIANOPOLIS,8500
CE,1559,SOBRAL,33800
BA,3515,FEIRA DE SANTANA,17000
MA,957,SANTA INES,12400
CE,1321,ARACATI,12100
PE,2419,GARANHUNS,16300
MA,1287,ZE DOCA,38000
CE,1383,CRATEUS,8500
BA,3849,SALVADOR,15800
BA,3873,SANTO ANTONIO DE JESUS,21000
PA,441,CAMETA,24700
RS,8683,GRAVATAI,23800
SP,7079,SAO CARLOS,16300
TO,9627,GUARAI,13100
PA,595,PARAUAPEBAS,15600
ES,5659,IUNA,16300
RN,1761,NATAL,16300
PA,427,BELEM,8500
CE,1545,SANTA QUITERIA,21700
PA,567,REDENCAO,20200
PE,2327,BARREIROS,12100
MG,4371,CONTAGEM,8500
BA,3573,ILHEUS,3900
BA,3849,SALVADOR,8500
CE,1439,JAGUARIBE,16300
BA,3965,VITORIA DA CONQUISTA,17000
RJ,5803,ARARUAMA,12400
GO,9605,SAO SIMAO,8500
BA,3909,SERRINHA,51100
MG,5371,TEOFILO OTONI,17200
PA,435,BREVES,15600
PE,2521,PETROLINA,22300
MA,761,CHAPADINHA,66600
CE,1565,TAMBORIL,8500
BA,3629,ITAPETINGA,17200
CE,1547,SAO BENEDITO,28600
SP,7107,SAO PAULO,12400
PE,2513,PAULISTA,16300
SP,7107,SAO PAULO,34200
PB,1981,CAMPINA GRANDE,26900
BA,3723,MEDEIROS NETO,17000
RJ,5869,NOVA IGUACU,12400
RJ,6001,RIO DE JANEIRO,32700
PB,1981,CAMPINA GRANDE,3900
RN,1779,PARNAMIRIM,7800
BA,3669,JUAZEIRO,16300
PB,2117,PATOS,16300
PA,427,BELEM,20900
AL,2871,SAO MIGUEL DOS CAMPOS,8500
CE,1305,ACOPIARA,12100
PA,493,MOJU,12400
PI,1199,SAO JOAO DO PIAUI,24400
BA,3825,RIACHAO DAS NEVES,25700
PE,2383,CATENDE,25700
AM,253,MANACAPURU,16300
RJ,5865,NITEROI,31700
GO,9233,ARAGARCAS,12400
PA,551,SAO MIGUEL DO GUAMA,12400
SC,8179,JOINVILLE,24100
SP,6847,PENAPOLIS,12400
AL,2845,PORTO CALVO,12400
SP,7107,SAO PAULO,7800
MA,961,ACAILANDIA,25500
BA,3425,CANAVIEIRAS,38200
PE,2531,RECIFE,7800
MA,761,CHAPADINHA,24100
AL,2775,JOAQUIM GOMES,22600
MA,1287,ZE DOCA,24200
PB,2039,ITABAIANA,42700
SE,3191,NOSSA SENHORA DAS DORES,8500
RJ,5833,DUQUE DE CAXIAS,28700
SP,7099,SAO JOSE DOS CAMPOS,25600
MG,4865,MONTES CLAROS,32500
RJ,6001,RIO DE JANEIRO,12400
CE,1385,CRATO,18200
PA,411,ALTAMIRA,7800
PA,465,IGARAPE-MIRI,8500
BA,3965,VITORIA DA CONQUISTA,16300
SE,3141,ESTANCIA,8500
RJ,5859,MIRACEMA,24800
PE,2337,BEZERROS,8500
RJ,6001,RIO DE JANEIRO,16300
BA,3685,LAURO DE FREITAS,12400
MT,9907,SORRISO,16300
AL,2705,ARAPIRACA,24100
PI,1153,PARNAIBA,16300
GO,9595,PLANALTINA,16300
SP,6589,JACAREI,10700
RS,8841,SANTA MARIA,20200
PI,1159,PICOS,17500
MG,4245,CAPELINHA,16300
PE,2321,ARARIPINA,16300
PI,1223,URUCUI,22100
SE,3157,ITABAIANA,12400
PE,2427,GRAVATA,17200
SP,6551,ITAPEVI,25700
BA,3367,BELMONTE,17900
PE,2629,CAMARAGIBE,12400
SP,6795,OURINHOS,8500
PA,415,ANANINDEUA,3900
SP,7107,SAO PAULO,7800
CE,1463,MAURITI,16300
ES,5705,VITORIA,8700
AM,255,MANAUS,51200
PA,471,ITAITUBA,12400
RS,8817,RIO PARDO,3900
RJ,5803,ARARUAMA,17200
SP,2951,HORTOLANDIA,42700
MT,9151,RONDONOPOLIS,12400
PA,427,BELEM,16300
PI,1043,CAMPO MAIOR,20200
MG,4701,JANAUBA,17200
GO,9227,APARECIDA DE GOIANIA,11700
MA,879,PRESIDENTE DUTRA,8500
MA,757,CAXIAS,8500
GO,9489,NIQUELANDIA,15800
PA,427,BELEM,8500
BA,3849,SALVADOR,20200
PI,1159,PICOS,16300
CE,1383,CRATEUS,24400
CE,1337,BARBALHA,16300
SP,6681,MARILIA,34100
AC,139,RIO BRANCO,13100
MG,4471,ELOI MENDES,16300
PE,2381,CARUARU,12400
SP,7121,SAO VICENTE,32600
SP,6601,JANDIRA,11700
PI,1073,ESPERANTINA,20200
SP,6475,GUARUJA,7800
SP,7055,SANTO ANASTACIO,12400
BA,3901,SENHOR DO BONFIM,8500
MG,4125,BELO ORIENTE,12400
PB,1981,CAMPINA GRANDE,12400
MG,5079,RAUL SOARES,12400
SE,3123,CANINDE DE SAO FRANCISCO,31300
CE,1527,QUIXADA,12400
PI,1219,TERESINA,12100
PA,427,BELEM,33200
AM,269,PARINTINS,17500
MA,757,CAXIAS,16300
SP,7057,SANTO ANDRE,13100
RJ,5849,MAGE,12400
PE,2477,LIMOEIRO,25600
TO,9243,ARAGUATINS,8500
RS,8935,TRAMANDAI,16300
SP,6547,ITAPETININGA,13800
BA,3861,SANTALUZ,25600
PE,2531,RECIFE,16300
MG,4371,CONTAGEM,8500
PE,2381,CARUARU,17000
SP,7107,SAO PAULO,12400
PR,7535,CURITIBA,24100
ES,5617,BARRA DE SAO FRANCISCO,20900
MA,1285,SANTA LUZIA DO PARUA,41600
RR,301,BOA VISTA,11700
SP,6681,MARILIA,22000
RJ,6001,RIO DE JANEIRO,25600
MG,4701,JANAUBA,8500
CE,1351,CAMOCIM,12400
PR,7745,PARANAGUA,20200
SP,6607,JAU,16300
SP,7107,SAO PAULO,3900
DF,9701,BRASILIA,3900
MG,4617,INHAPIM,17000
SE,3241,SIMAO DIAS,8500
AP,615,SANTANA,16300
SP,6825,PARIQUERA-ACU,15600
BA,3549,SANTA RITA DE CASSIA,25600
BA,3863,SANTA MARIA DA VITORIA,15100
RJ,6001,RIO DE JANEIRO,12400
BA,3595,ITABERABA,36100
GO,9419,ITAPURANGA,12400
SP,7107,SAO PAULO,24100
RJ,6001,RIO DE JANEIRO,25600
MG,5371,TEOFILO OTONI,22300
AP,605,MACAPA,17200
GO,9227,APARECIDA DE GOIANIA,3900
CE,1389,FORTALEZA,8500
RJ,5865,NITEROI,16000
SE,3213,PROPRIA,15500
PA,435,BREVES,32600
PI,1165,PIRACURUCA,17200
PE,2475,LAJEDO,18100
PE,2323,ARCOVERDE,13100
MA,937,TIMON,17700
PE,2427,GRAVATA,20900
BA,3629,ITAPETINGA,3900
MT,9167,VARZEA GRANDE,8500
RJ,5865,NITEROI,20900
RJ,5897,SAO GONCALO,17200
BA,3419,CAMPO FORMOSO,17600
AL,2871,SAO MIGUEL DOS CAMPOS,24100
SP,7107,SAO PAULO,31300
BA,3697,MACAUBAS,14200
SC,8097,DIONISIO CERQUEIRA,20200
BA,3909,SERRINHA,22600
SP,6901,POMPEIA,34200
AM,225,COARI,39400
PA,433,BRAGANCA,34600
PA,441,CAMETA,8500
RS,8785,PASSO FUNDO,28000
CE,1305,ACOPIARA,8500
PB,1981,CAMPINA GRANDE,11700
PE,2477,LIMOEIRO,19600
RS,8957,VERA CRUZ,20200
AL,2785,MACEIO,7800
CE,1389,FORTALEZA,12400
MG,5359,TAIOBEIRAS,24100
CE,1411,IGUATU,12400
PB,2039,ITABAIANA,25600
BA,3909,SERRINHA,8500
PR,7691,MARINGA,8700
MA,849,PACO DO LUMIAR,12400
CE,1385,CRATO,12400
PI,1077,FLORIANO,16300
BA,3411,CAMACAN,17100
PI,1037,BOM JESUS,21600
CE,1559,SOBRAL,12400
RS,8801,PORTO ALEGRE,17200
MA,761,CHAPADINHA,8500
BA,3377,BOM JESUS DA LAPA,19100
GO,9487,NEROPOLIS,20200
SE,3115,BOQUIM,33300
SP,7107,SAO PAULO,12400
SP,6623,JUQUIA,12400
RN,1761,NATAL,8500
SP,6275,CACONDE,4600
PR,7691,MARINGA,34100
PR,7623,IVAIPORA,8500
MG,4417,CURVELO,16300
MA,803,IMPERATRIZ,3900
MA,861,PEDREIRAS,26500
RJ,6001,RIO DE JANEIRO,21600
PA,433,BRAGANCA,33700
PB,1981,CAMPINA GRANDE,12400
RO,3,PORTO VELHO,28000
BA,3651,JACOBINA,9100
AL,2705,ARAPIRACA,16400
SP,6291,CAMPINAS,20200
PE,2403,ESCADA,25700
MA,921,SAO LUIS,20900
RN,1681,GOIANINHA,13100
PI,1057,CORRENTE,8500
PR,7885,SAO JOSE DOS PINHAIS,8700
RN,1761,NATAL,8500
TO,9243,ARAGUATINS,13100
SP,7037,SANTA ISABEL,24100
RN,1765,NOVA CRUZ,32200
MA,921,SAO LUIS,17200
MA,761,CHAPADINHA,32500
PA,475,JACUNDA,47800
PE,2359,CABROBO,34100
MG,4861,MONTE CARMELO,8500
BA,3897,SEABRA,9200
PA,561,TUCURUI,20900
CE,1545,SANTA QUITERIA,29300
PB,1981,CAMPINA GRANDE,20200
SP,6897,POA,8700
SP,6469,GUARATINGUETA,8700
PA,567,REDENCAO,32600
PA,433,BRAGANCA,15200
PI,1077,FLORIANO,16300
MA,961,ACAILANDIA,16300
MG,4541,FRUTAL,3900
RS,8589,CANOAS,11700
SP,7107,SAO PAULO,12400
CE,1247,EUSEBIO,12400
BA,1112,LUIS EDUARDO MAGALHAES,24800
CE,1389,FORTALEZA,12400
MA,957,SANTA INES,32700
PA,483,MARABA,15600
PE,2435,IGARASSU,8500
GO,9571,RIO VERDE,21700
SC,8183,LAGES,38600
MA,1287,ZE DOCA,16300
MA,949,VIANA,11300
BA,3971,XIQUE-XIQUE,13900
SP,7107,SAO PAULO,17200
MG,4617,INHAPIM,20200
PE,2477,LIMOEIRO,42600
BA,3731,MONTE SANTO,32700
RJ,5829,CORDEIRO,7800
TO,9241,ARAGUAINA,16300
CE,1527,QUIXADA,3900
RJ,6001,RIO DE JANEIRO,16300
PE,2543,SALGUEIRO,39600
SP,7145,SOROCABA,20200
PA,591,OURILANDIA DO NORTE,12400
PE,2477,LIMOEIRO,9100
PE,2573,SAO LOURENCO DA MATA,12400
SP,7057,SANTO ANDRE,11700
RS,8963,VIAMAO,34200
RJ,770,ARMACAO DE BUZIOS,13100
SC,8367,TUBARAO,11700
SP,7107,SAO PAULO,12400
PB,1981,CAMPINA GRANDE,31300
PA,395,TAILANDIA,24800
BA,3651,JACOBINA,12400
PE,2457,JABOATAO DOS GUARARAPES,37700
PE,2333,BELO JARDIM,31400
MA,919,SAO JOAO DOS PATOS,16300
RJ,6001,RIO DE JANEIRO,20200
SP,6477,GUARULHOS,12400
BA,3849,SALVADOR,12400
SP,7145,SOROCABA,12400
SP,6371,CUBATAO,25700
MT,8987,ALTA FLORESTA,28700
CE,1493,PACAJUS,21800
BA,3523,GANDU,34200
PE,2499,PALMARES,8500
PE,2435,IGARASSU,17000
GO,9647,MINACU,20900
CE,1439,JAGUARIBE,12400
MA,761,CHAPADINHA,42600
PR,7667,LONDRINA,17200
AC,145,SENA MADUREIRA,8500
AM,255,MANAUS,24100
PA,445,CAPITAO POCO,20900
SP,7145,SOROCABA,46300
ES,5699,SERRA,20900
SE,3125,CAPELA,12400
MT,9925,LUCAS DO RIO VERDE,8700
PR,7971,SANTA HELENA,7800
RN,1847,SAO MIGUEL,59700
SE,3189,NOSSA SENHORA DA GLORIA,13900
PI,1219,TERESINA,25700
SP,6249,BOTUCATU,42700
SP,7107,SAO PAULO,20200
MG,5403,UBERLANDIA,19500
BA,3515,FEIRA DE SANTANA,16300
PE,2631,ABREU E LIMA,8500
RS,8883,SAO MARCOS,34200
RJ,5805,BARRA DO PIRAI,29800
MG,5371,TEOFILO OTONI,20200
BA,3803,POCOES,20900
RN,1603,ASSU,17000
BA,3849,SALVADOR,17000
SC,8123,GUABIRUBA,24100
BA,3965,VITORIA DA CONQUISTA,8500
RN,1661,CURRAIS NOVOS,12400
BA,3751,NAZARE,16300
BA,3467,CONCEICAO DO COITE,16300
PE,2629,CAMARAGIBE,11700
PE,2381,CARUARU,26200
TO,9241,ARAGUAINA,12400
SE,3105,ARACAJU,32500
MA,869,PINHEIRO,33000
AC,107,CRUZEIRO DO SUL,59600
BA,3513,EUCLIDES DA CUNHA,31400
SP,6477,GUARULHOS,7800
SC,8161,ITAJAI,12400
MA,957,SANTA INES,12600
BA,3901,SENHOR DO BONFIM,8500
CE,1457,MARCO,16300
AM,261,MAUES,32500
SP,7107,SAO PAULO,7800
BA,3959,VALENTE,18700
SP,7107,SAO PAULO,8700
RJ,5833,DUQUE DE CAXIAS,13100
SP,7107,SAO PAULO,20900
PA,441,CAMETA,17200
MG,4553,GOVERNADOR VALADARES,17000
SP,7107,SAO PAULO,34100
SP,6647,LOUVEIRA,14800
RN,1761,NATAL,16300
CE,1559,SOBRAL,15800
AM,251,LABREA,17200
MG,4703,JANUARIA,24100
BA,3411,CAMACAN,8500
BA,3641,ITIUBA,8500
PI,1023,BARRAS,51100
GO,9473,MORRINHOS,12800
MA,891,ROSARIO,17200
GO,9589,SANTA TEREZINHA DE GOIAS,10500
BA,3849,SALVADOR,12400
RN,1759,MOSSORO,16700
PA,427,BELEM,20200
PI,1053,COCAL,33700
MA,921,SAO LUIS,16300
PE,2301,AFOGADOS DA INGAZEIRA,49800
PA,427,BELEM,3900
CE,1373,CAUCAIA,27800
RJ,5837,ITABORAI,8700
PE,2521,PETROLINA,12400
AM,255,MANAUS,17000
RS,8801,PORTO ALEGRE,11700
MA,879,PRESIDENTE DUTRA,20200
SP,6619,JUNDIAI,12400
BA,3871,SANTO AMARO,25100
CE,1389,FORTALEZA,12400
MA,733,BARREIRINHAS,8500
PI,1077,FLORIANO,8500
ES,5693,SAO GABRIEL DA PALHA,7800
PR,7915,TELEMACO BORBA,8700
BA,3495,CRUZ DAS ALMAS,12400
BA,3849,SALVADOR,12400
PA,447,CASTANHAL,13100
SP,7075,SAO BERNARDO DO CAMPO,15500
RJ,5897,SAO GONCALO,17000
BA,3971,XIQUE-XIQUE,42700
BA,3443,CASA NOVA,42600
PE,2379,CARPINA,8500
PE,2531,RECIFE,12400
AM,255,MANAUS,8500
PB,2051,JOAO PESSOA,17200
SP,7095,SAO JOSE DO RIO PARDO,19500
SP,6477,GUARULHOS,3900
SP,6323,CATANDUVA,25600
PA,509,PARAGOMINAS,3900
PA,559,TOME-ACU,17200
AL,2785,MACEIO,12400
MG,5027,PITANGUI,25700
SP,7079,SAO CARLOS,12400
