UF,Codigo SIAFI Municipio,Nome Municipio,Valor Parcela
SE,3169,LAGARTO,20200
SP,7107,SAO PAULO,4600
PE,2379,CARPINA,17000
PI,1037,BOM JESUS,8500
PR,7523,CORBELIA,3900
MA,949,VIANA,17000
GO,9753,SENADOR CANEDO,7800
PA,591,OURILANDIA DO NORTE,8500
SP,7107,SAO PAULO,20200
SP,7107,SAO PAULO,47500
BA,3629,ITAPETINGA,18700
PI,1211,SAO RAIMUNDO NONATO,19000
SP,7107,SAO PAULO,14100
MS,9051,CAMPO GRANDE,8500
RS,8877,SAO LEOPOLDO,20900
MG,4445,DIVINOPOLIS,7800
GO,9297,CAMPOS BELOS,8500
BA,3849,SALVADOR,12400
BA,3661,JEQUIE,8500
SE,3105,ARACAJU,16300
RS,8587,CANGUCU,8500
SP,7107,SAO PAULO,8500
AM,255,MANAUS,8500
PE,2531,RECIFE,4600
BA,3509,ENTRE RIOS,16300
BA,3573,ILHEUS,34200
BA,3467,CONCEICAO DO COITE,20900
MA,957,SANTA INES,24200
SE,3189,NOSSA SENHORA DA GLORIA,7800
MG,4553,GOVERNADOR VALADARES,8700
PR,7563,FOZ DO IGUACU,12400
PB,1981,CAMPINA GRANDE,12400
MA,921,SAO LUIS,12400
RJ,6005,PATY DO ALFERES,3900
MG,4787,MANHUACU,3900
PE,2457,JABOATAO DOS GUARARAPES,16300
MS,9157,SIDROLANDIA,34100
RN,1603,ASSU,13200
BA,3781,PAULO AFONSO,8500
DF,9701,BRASILIA,4600
SP,7121,SAO VICENTE,25600
RJ,6001,RIO DE JANEIRO,17100
PA,535,SANTAREM,26500
ES,5637,DOMINGOS MARTINS,8500
SP,6311,CARAGUATATUBA,24100
RJ,5869,NOVA IGUACU,17700
MG,4371,CONTAGEM,3900
BA,3087,DIAS D'AVILA,13200
PB,2117,PATOS,4600
PA,483,MARABA,28000
RJ,5829,CORDEIRO,12400
PA,427,BELEM,20200
PB,2079,MAMANGUAPE,24100
SP,7107,SAO PAULO,12400
BA,3731,MONTE SANTO,15500
PB,2079,MAMANGUAPE,8700
BA,3873,SANTO ANTONIO DE JESUS,19300
AM,255,MANAUS,15200
MA,803,IMPERATRIZ,12400
PE,2381,CARUARU,21300
PE,2381,CARUARU,20200
PE,2359,CABROBO,25100
RJ,5833,DUQUE DE CAXIAS,8500
MS,9013,ANASTACIO,22300
PB,2051,JOAO PESSOA,23500
AL,2845,PORTO CALVO,12400
RJ,2907,GUAPIMIRIM,16300
MT,9091,ITIQUIRA,8500
PA,535,SANTAREM,19300
MA,879,PRESIDENTE DUTRA,50200
CE,1355,CANINDE,33700
SE,3241,SIMAO DIAS,21700
AL,2859,SANTANA DO IPANEMA,40600
SP,7107,SAO PAULO,20200
CE,1349,BREJO SANTO,16300
AM,281,TEFE,7800
RJ,6001,RIO DE JANEIRO,8500
SP,6713,MOGI DAS CRUZES,25700
MA,961,ACAILANDIA,16300
PR,7535,CURITIBA,8700
BA,3533,GUANAMBI,20800
MA,869,PINHEIRO,8500
SP,6401,EMBU,8700
RJ,2911,QUEIMADOS,20200
MT,9067,CUIABA,21600
PI,1159,PICOS,8500
PI,1139,OEIRAS,31200
MG,5403,UBERLANDIA,24100
MA,727,BALSAS,20100
RN,1761,NATAL,8500
SP,7245,VOTUPORANGA,11700
PA,401,ABAETETUBA,34100
BA,3319,AMARGOSA,16400
RJ,6001,RIO DE JANEIRO,17000
MG,5371,TEOFILO OTONI,31400
PB,2117,PATOS,8500
RN,1713,JOAO CAMARA,16100
SE,3141,ESTANCIA,12400
CE,1351,CAMOCIM,26200
AC,147,TARAUACA,42600
PI,1139,OEIRAS,15700
BA,3751,NAZARE,8500
SP,6853,PERUIBE,20900
PE,2543,SALGUEIRO,16300
PA,425,BARCARENA,3900
PA,443,CAPANEMA,34700
RJ,5897,SAO GONCALO,15700
GO,9641,VIANOPOLIS,7800
PB,2051,JOAO PESSOA,19300
SE,3141,ESTANCIA,16300
SP,6331,CERQUILHO,25700
SC,8183,LAGES,3900
CE,1373,CAUCAIA,12400
MT,9067,CUIABA,20200
PE,2499,PALMARES,7800
MG,4111,BARBACENA,17100
SE,3189,NOSSA SENHORA DA GLORIA,12400
RN,1765,NOVA CRUZ,8500
CE,1439,JAGUARIBE,8500
ES,5669,MONTANHA,8500
SE,3189,NOSSA SENHORA DA GLORIA,17500
GO,9373,GOIANIA,8500
PA,401,ABAETETUBA,25700
MG,2649,SAO JOSE DA LAPA,7800
RN,1765,NOVA CRUZ,8500
PA,427,BELEM,17100
PE,2435,IGARASSU,12400
BA,3441,CARINHANHA,17100
BA,3533,GUANAMBI,12400
SP,6477,GUARULHOS,16300
SP,7107,SAO PAULO,8700
BA,3445,CASTRO ALVES,34200
RN,1779,PARNAMIRIM,12400
PE,2423,GOIANA,9100
AM,255,MANAUS,40600
SP,6713,MOGI DAS CRUZES,25700
MG,4029,ALEM PARAIBA,59600
PA,443,CAPANEMA,17000
SP,7107,SAO PAULO,7800
PE,2627,VITORIA DE SANTO ANTAO,17000
MG,4893,NOVA ERA,28200
RJ,5897,SAO GONCALO,8500
MG,4125,BELO ORIENTE,17000
CE,1389,FORTALEZA,23800
MT,9871,PRIMAVERA DO LESTE,16300
AP,605,MACAPA,20200
RS,8859,SANTO AUGUSTO,12400
RJ,5867,NOVA FRIBURGO,16300
SP,6897,POA,37600
RN,1765,NOVA CRUZ,19400
PB,2041,ITAPORANGA,14300
CE,1411,IGUATU,20200
AM,269,PARINTINS,44600
ES,5729,VENDA NOVA DO IMIGRANTE,7800
CE,1417,IPU,8500
MT,9129,POCONE,12400
SP,6639,LIMEIRA,13500
SP,6403,EMBU-GUACU,17100
SP,7107,SAO PAULO,7800
PR,7607,IRATI,17000
MG,4865,MONTES CLAROS,16300
MG,4123,BELO HORIZONTE,16300
MA,963,ESTREITO,16300
BA,3653,JAGUAQUARA,8500
PB,1981,CAMPINA GRANDE,13100
MG,4865,MONTES CLAROS,8500
MT,9907,SORRISO,7800
BA,3593,IRECE,12400
CE,1567,TAUA,8700
GO,9403,ITABERAI,16300
RJ,5819,CAMPOS DOS GOITACAZES,12400
MG,4877,MURIAE,29400
AL,2785,MACEIO,24100
SP,6213,BARUERI,17000
MA,879,PRESIDENTE DUTRA,17000
AC,113,FEIJO,34100
PI,1153,PARNAIBA,13100
RJ,5869,NOVA IGUACU,14000
PE,2521,PETROLINA,12400
PE,2521,PETROLINA,14100
PI,1113,LUIS CORREIA,20900
AC,139,RIO BRANCO,42600
SP,6105,AGUAI,7800
RJ,5897,SAO GONCALO,4600
AM,281,TEFE,51100
BA,3691,LIVRAMENTO DE NOSSA SENHORA,8500
PI,1043,CAMPO MAIOR,20200
MA,901,SANTA RITA,13100
MA,757,CAXIAS,13100
RJ,5885,RIO BONITO,12400
MG,4865,MONTES CLAROS,16300
SP,6305,CAPAO BONITO,8500
BA,3651,JACOBINA,8700
MA,727,BALSAS,16300
PI,1043,CAMPO MAIOR,33300
PB,2207,SAPE,12400
BA,3523,GANDU,8500
PR,7825,ROLANDIA,7800
MA,733,BARREIRINHAS,41600
BA,3403,CAETITE,12400
BA,3357,BARRA DO CHOCA,32100
SP,7001,SALESOPOLIS,24800
PI,1043,CAMPO MAIOR,16300
PI,1159,PICOS,8500
PE,2631,ABREU E LIMA,21700
PE,2605,TIMBAUBA,12400
GO,9753,SENADOR CANEDO,24100
PR,7535,CURITIBA,24100
BA,3803,POCOES,24100
PA,535,SANTAREM,8500
SE,3105,ARACAJU,17800
MA,949,VIANA,24700
MA,869,PINHEIRO,59000
RJ,5897,SAO GONCALO,17200
RJ,5839,ITAGUAI,16300
BA,3441,CARINHANHA,17100
MA,761,CHAPADINHA,8700
PB,2051,JOAO PESSOA,13100
MA,761,CHAPADINHA,8700
PE,2531,RECIFE,16300
MA,901,SANTA RITA,12400
PB,1931,BANANEIRAS,8500
MG,5049,POUSO ALEGRE,3900
AL,2853,RIO LARGO,17000
MA,731,BARRA DO CORDA,12400
BA,3595,ITABERABA,17200
AM,253,MANACAPURU,24100
SP,6401,EMBU,8700
RJ,5869,NOVA IGUACU,11300
RJ,6001,RIO DE JANEIRO,12400
DF,9701,BRASILIA,12400
CE,1411,IGUATU,25700
BA,3685,LAURO DE FREITAS,12400
PE,2403,ESCADA,8500
PA,509,PARAGOMINAS,20200
AM,261,MAUES,31300
BA,3913,SIMOES FILHO,8500
CE,1321,ARACATI,17700
CE,1559,SOBRAL,8500
MA,869,PINHEIRO,34200
SP,6305,CAPAO BONITO,16300
MG,5091,RIBEIRAO DAS NEVES,8500
MA,731,BARRA DO CORDA,16300
PE,2381,CARUARU,52000
AM,255,MANAUS,16300
ES,5605,ALFREDO CHAVES,8700
MG,4787,MANHUACU,16300
PA,493,MOJU,15800
SP,6477,GUARULHOS,16300
MA,869,PINHEIRO,8700
GO,9297,CAMPOS BELOS,22300
SP,6361,COTIA,8500
PB,2079,MAMANGUAPE,16300
GO,9595,PLANALTINA,32600
RN,1761,NATAL,12400
BA,3433,CANDIDO SALES,12400
SP,6251,BRAGANCA PAULISTA,3900
CE,1585,MARACANAU,34100
SC,8105,FLORIANOPOLIS,11700
RJ,5837,ITABORAI,16300
BA,3429,CANDEIAS,15600
SP,7107,SAO PAULO,28700
SE,3105,ARACAJU,39100
MA,731,BARRA DO CORDA,16300
BA,3821,REMANSO,34100
SE,3195,NOSSA SENHORA DO SOCORRO,31200
PB,2051,JOAO PESSOA,48200
MG,5041,PONTE NOVA,3900
MA,869,PINHEIRO,12400
SP,7107,SAO PAULO,12400
RO,15,JARU,22700
RN,1779,PARNAMIRIM,8500
PE,2521,PETROLINA,11700
CE,1389,FORTALEZA,12400
PB,2095,MONTEIRO,28000
CE,1569,TIANGUA,22700
PR,7915,TELEMACO BORBA,16300
BA,3597,ITABUNA,20800
PB,1921,AREIA,8700
AM,255,MANAUS,24100
SP,6713,MOGI DAS CRUZES,42700
AM,255,MANAUS,38600
MG,4123,BELO HORIZONTE,8700
RJ,5807,BARRA MANSA,8700
RJ,5867,NOVA FRIBURGO,7800
PE,2531,RECIFE,25500
MT,9151,RONDONOPOLIS,11700
SP,6969,RIBEIRAO PRETO,20200
GO,9573,RUBIATABA,12400
PI,1057,CORRENTE,21700
PI,1073,ESPERANTINA,12400
PA,477,JURUTI,16300
PR,7673,MAMBORE,23200
MA,919,SAO JOAO DOS PATOS,37200
BA,3425,CANAVIEIRAS,12400
MG,4245,CAPELINHA,22600
RO,15,JARU,16300
SE,3105,ARACAJU,8500
PA,523,SALINOPOLIS,21600
AL,2705,ARAPIRACA,29400
PR,7583,GUARAPUAVA,16300
RS,8755,NAO-ME-TOQUE,3900
PE,2513,PAULISTA,13100
BA,3549,SANTA RITA DE CASSIA,8700
MG,4133,BETIM,18100
RN,1661,CURRAIS NOVOS,41600
CE,1457,MARCO,27600
RS,8771,NOVO HAMBURGO,4600
PE,2499,PALMARES,8500
PE,2419,GARANHUNS,20900
PI,1153,PARNAIBA,25700
SP,7107,SAO PAULO,16300
PE,2499,PALMARES,25700
MA,803,IMPERATRIZ,20200
PI,1225,VALENCA DO PIAUI,16300
PA,561,TUCURUI,16300
BA,3641,ITIUBA,20900
MA,761,CHAPADINHA,24400
SP,6427,FRANCISCO MORATO,20900
AL,2745,CORURIPE,8500
PE,2521,PETROLINA,8500
AM,255,MANAUS,37600
AC,107,CRUZEIRO DO SUL,17000
BA,3697,MACAUBAS,16300
PE,2475,LAJEDO,22700
MG,4017,AGUAS FORMOSAS,25600
SP,7107,SAO PAULO,16500
RS,8801,PORTO ALEGRE,25600
RJ,5869,NOVA IGUACU,12400
CE,1585,MARACANAU,8500
RJ,5883,RESENDE,17200
AL,2833,PENEDO,16300
BA,3849,SALVADOR,3900
SP,6165,ARARAS,8700
PE,2589,SURUBIM,14300
RN,1787,PAU DOS FERROS,28100
SP,7075,SAO BERNARDO DO CAMPO,17800
RS,8771,NOVO HAMBURGO,3900
CE,1389,FORTALEZA,7800
BA,3943,UBAITABA,25700
SP,7107,SAO PAULO,16300
BA,3731,MONTE SANTO,24200
PR,7659,LARANJEIRAS DO SUL,3900
MG,4553,GOVERNADOR VALADARES,17600
CE,1439,JAGUARIBE,8500
BA,3807,PORTO SEGURO,8500
RS,8589,CANOAS,17100
SP,6451,GUAPIACU,3900
PA,411,ALTAMIRA,32100
AM,281,TEFE,51100
MG,4381,CORINTO,16300
SP,6789,OSASCO,25600
RS,8635,ENCRUZILHADA DO SUL,8500
GO,9753,SENADOR CANEDO,7800
PE,2571,SAO JOSE DO EGITO,40700
MT,9167,VARZEA GRANDE,12400
CE,1389,FORTALEZA,12400
AP,615,SANTANA,58200
PE,2401,CUSTODIA,12400
BA,3441,CARINHANHA,25700
MA,957,SANTA INES,12100
MG,5239,SAO GONCALO DO SAPUCAI,8500
BA,3661,JEQUIE,22700
MA,879,PRESIDENTE DUTRA,31300
SC,8179,JOINVILLE,8700
BA,3467,CONCEICAO DO COITE,19600
MA,803,IMPERATRIZ,22700
MA,761,CHAPADINHA,8700
RS,8629,DOM PEDRITO,16300
AC,145,SENA MADUREIRA,40600
RR,301,BOA VISTA,16300
PA,435,BREVES,14000
CE,1389,FORTALEZA,3900
ES,5675,MUQUI,16300
MG,4787,MANHUACU,13100
RJ,5863,NILOPOLIS,39600
GO,9367,GOIANAPOLIS,20200
ES,5647,GUARAPARI,33300
AL,2745,CORURIPE,12400
MG,4771,LIMA DUARTE,12400
SP,7107,SAO PAULO,13100
MG,4553,GOVERNADOR VALADARES,16300
PA,453,CONCEICAO DO ARAGUAIA,3900
BA,3429,CANDEIAS,12400
AL,2809,MURICI,34200
SP,6563,ITAQUAQUECETUBA,8700
PB,2021,ESPERANCA,96200
GO,9595,PLANALTINA,11700
RS,8867,SAO FRANCISCO DE PAULA,8500
PA,48,CANAA DOS CARAJAS,16300
MT,9067,CUIABA,8500
PB,1981,CAMPINA GRANDE,8500
MG,4245,CAPELINHA,8500
AP,605,MACAPA,17200
PB,2117,PATOS,20800
PE,2577,SERRA TALHADA,25600
MG,4371,CONTAGEM,12400
SP,6209,BARRETOS,16300
RJ,5819,CAMPOS DOS GOITACAZES,17100
PI,1219,TERESINA,23800
BA,3821,REMANSO,25600
RJ,5849,MAGE,8500
MA,901,SANTA RITA,17000
PR,7823,RIO NEGRO,20900
PA,595,PARAUAPEBAS,24800
SP,6681,MARILIA,8700
MT,9167,VARZEA GRANDE,16300
BA,3651,JACOBINA,17100
CE,1385,CRATO,4600
BA,3873,SANTO ANTONIO DE JESUS,12400
AL,2837,PILAR,24100
MG,4211,CAMBUI,3900
SE,3169,LAGARTO,26900
CE,1439,JAGUARIBE,28700
MA,731,BARRA DO CORDA,16300
PE,2443,IPOJUCA,16300
MG,4625,IPATINGA,17200
PA,427,BELEM,20200
BA,3595,ITABERABA,8500
BA,3315,ALCOBACA,8500
PE,2301,AFOGADOS DA INGAZEIRA,12400
RJ,5865,NITEROI,13900
MG,5221,SAO FRANCISCO,12400
AM,253,MANACAPURU,12400
RS,8559,CACHOEIRA DO SUL,8500
PE,2457,JABOATAO DOS GUARARAPES,12400
GO,9753,SENADOR CANEDO,12100
RJ,6001,RIO DE JANEIRO,18700
BA,1112,LUIS EDUARDO MAGALHAES,8500
MS,9073,DOURADOS,34200
AM,281,TEFE,12400
BA,3849,SALVADOR,8500
RR,301,BOA VISTA,25700
MG,5041,PONTE NOVA,12400
PE,2577,SERRA TALHADA,21700
MA,879,PRESIDENTE DUTRA,17100
BA,3413,CAMACARI,16300
AL,2775,JOAQUIM GOMES,59600
AL,2785,MACEIO,17200
SE,3105,ARACAJU,12400
SP,7145,SOROCABA,3900
SP,6181,ATIBAIA,11700
BA,3865,SANTANA,12400
AL,2813,OLHO D'AGUA DAS FLORES,20200
GO,9487,NEROPOLIS,8500
PB,1975,CAJAZEIRAS,13100
RS,8963,VIAMAO,8700
AL,2845,PORTO CALVO,28000
MA,727,BALSAS,13800
PA,427,BELEM,12400
SP,6477,GUARULHOS,3900
PB,2051,JOAO PESSOA,20200
PE,2337,BEZERROS,42700
BA,3901,SENHOR DO BONFIM,7800
AM,255,MANAUS,24100
PE,2477,LIMOEIRO,17200
PA,427,BELEM,12400
PE,2475,LAJEDO,15700
RJ,6001,RIO DE JANEIRO,16300
RN,1651,CEARA-MIRIM,36700
PA,447,CASTANHAL,8500
CE,1475,MORADA NOVA,31700
MA,921,SAO LUIS,16300
MA,937,TIMON,8500
MS,9123,NOVA ANDRADINA,16300
SP,7107,SAO PAULO,28700
PI,1153,PARNAIBA,16300
BA,3391,BRUMADO,16300
RJ,5849,MAGE,15600
AL,2747,DELMIRO GOUVEIA,42600
CE,1389,FORTALEZA,16400
MG,4185,BURITIS,25600
CE,1549,SAO GONCALO DO AMARANTE,8500
MG,4791,MANTENA,13600
MA,761,CHAPADINHA,25600
BA,3849,SALVADOR,12400
MG,4733,JUIZ DE FORA,18100
PE,2531,RECIFE,12400
PE,2321,ARARIPINA,8700
PA,447,CASTANHAL,11700
PE,2531,RECIFE,17000
MA,921,SAO LUIS,16300
PA,551,SAO MIGUEL DO GUAMA,14100
MA,869,PINHEIRO,33000
MA,957,SANTA INES,34200
RO,45,SAO MIGUEL DO GUAPORE,16300
PI,1219,TERESINA,11100
MG,4033,ALMENARA,17000
PI,1159,PICOS,24800
SE,3219,RIBEIROPOLIS,24100
RN,1651,CEARA-MIRIM,8500
CE,1383,CRATEUS,24400
RJ,6001,RIO DE JANEIRO,3900
MA,723,BACABAL,14800
RN,1837,SAO GONCALO DO AMARANTE,12400
BA,3865,SANTANA,13100
PE,2631,ABREU E LIMA,34200
PB,2095,MONTEIRO,8700
AL,2775,JOAQUIM GOMES,17000
SP,7107,SAO PAULO,16300
PE,2359,CABROBO,28600
BA,3661,JEQUIE,16300
PI,1003,AGUA BRANCA,14100
SC,8105,FLORIANOPOLIS,34100
SP,6415,FERRAZ DE VASCONCELOS,17100
SP,6477,GUARULHOS,12400
CE,1385,CRATO,16200
PE,2327,BARREIROS,12400
PB,2125,PEDRAS DE FOGO,11700
PB,1931,BANANEIRAS,17100
MA,879,PRESIDENTE DUTRA,51200
MA,723,BACABAL,30200
GO,9227,APARECIDA DE GOIANIA,24100
CE,1373,CAUCAIA,14800
PA,567,REDENCAO,16300
MG,5041,PONTE NOVA,17100
RS,8577,CAMPO BOM,36100
MT,8987,ALTA FLORESTA,12400
SP,6549,ITAPEVA,3900
MS,9809,SAO GABRIEL DO OESTE,24100
MA,949,VIANA,8500
PI,1219,TERESINA,24400
CE,1545,SANTA QUITERIA,16300
PB,2207,SAPE,16300
PA,435,BREVES,12400
AL,2757,GIRAU DO PONCIANO,34200
MA,861,PEDREIRAS,15800
SP,7107,SAO PAULO,35200
MG,4703,JANUARIA,17600
PB,1921,AREIA,13700
PB,2051,JOAO PESSOA,8500
CE,1383,CRATEUS,24100
RS,8801,PORTO ALEGRE,50600
RJ,5849,MAGE,22200
SE,3251,UMBAUBA,20900
CE,1555,SENADOR POMPEU,21700
RS,8423,ELDORADO DO SUL,16300
MG,4097,BAEPENDI,24100
CE,1337,BARBALHA,12400
MA,723,BACABAL,17000
MG,5407,UNAI,15600
SP,7107,SAO PAULO,25500
BA,3957,VALENCA,3900
SP,7107,SAO PAULO,13100
MG,4123,BELO HORIZONTE,7800
PR,7937,UNIAO DA VITORIA,20900
RJ,5865,NITEROI,8500
DF,9701,BRASILIA,17000
PB,2027,GUARABIRA,8700
BA,3511,ESPLANADA,16300
PI,1153,PARNAIBA,26100
RJ,5803,ARARUAMA,25700
SP,7107,SAO PAULO,16300
RS,8951,URUGUAIANA,16300
MG,4553,GOVERNADOR VALADARES,19000
MG,4111,BARBACENA,12400
SP,6695,MIGUELOPOLIS,17100
CE,1389,FORTALEZA,11700
RS,8861,SANTO CRISTO,8500
BA,3897,SEABRA,38600
PE,2357,CABO DE SANTO AGOSTINHO,20800
SC,8045,BIGUACU,16300
RS,5761,SERTAO SANTANA,12400
RJ,5833,DUQUE DE CAXIAS,12400
TO,9241,ARAGUAINA,27000
PE,2301,AFOGADOS DA INGAZEIRA,16300
MG,5213,SANTOS DUMONT,29300
MG,4267,CARATINGA,12400
BA,3485,CORRENTINA,12100
PE,2531,RECIFE,8500
RS,8931,TENENTE PORTELA,12400
PB,2051,JOAO PESSOA,17000
MA,919,SAO JOAO DOS PATOS,17000
MG,4069,ARAGUARI,16300
AM,223,CAREIRO,20900
PA,535,SANTAREM,13100
CE,1429,ITAPIPOCA,12400
MG,4961,PATROCINIO,16300
BA,3841,RIO REAL,16300
DF,9701,BRASILIA,24100
PR,7535,CURITIBA,8700
SP,7107,SAO PAULO,34100
AP,605,MACAPA,34200
BA,3641,ITIUBA,20800
RS,8801,PORTO ALEGRE,17200
RJ,6001,RIO DE JANEIRO,12400
AL,2793,MARECHAL DEODORO,12400
SP,6181,ATIBAIA,14800
RS,8507,ALEGRETE,12400
MA,761,CHAPADINHA,25700
SP,6291,CAMPINAS,17200
MG,4021,AIMORES,16900
BA,3965,VITORIA DA CONQUISTA,8500
CE,1385,CRATO,25700
AL,2833,PENEDO,17000
SE,3187,NEOPOLIS,3900
BA,3909,SERRINHA,12400
BA,3939,UAUA,12800
MT,9035,BARRA DO GARCAS,7800
MG,4125,BELO ORIENTE,12400
SP,6403,EMBU-GUACU,12400
PE,2531,RECIFE,15000
MS,9011,AMAMBAI,20200
CE,1569,TIANGUA,21800
MG,4703,JANUARIA,25700
PR,9983,FAZENDA RIO GRANDE,4600
RJ,5805,BARRA DO PIRAI,8700
GO,9371,GOIANESIA,3900
AL,2859,SANTANA DO IPANEMA,8500
PR,7591,IBIPORA,24100
SP,6219,BAURU,16300
MG,4079,ARAXA,25700
BA,3629,ITAPETINGA,15800
BA,3773,PARAMIRIM,13100
PA,395,TAILANDIA,3900
PE,2531,RECIFE,8500
AM,255,MANAUS,49800
CE,1565,TAMBORIL,13900
MA,869,PINHEIRO,22700
CE,1559,SOBRAL,16300
RJ,5833,DUQUE DE CAXIAS,8500
PR,7777,PONTA GROSSA,7800
CE,1537,RUSSAS,15800
MG,4701,JANAUBA,12400
RN,1603,ASSU,12400
PE,2457,JABOATAO DOS GUARARAPES,20900
SE,3163,ITAPORANGA D'AJUDA,27000
CE,1537,RUSSAS,8500
GO,9599,SAO LUIS DE MONTES BELOS,8500
MA,731,BARRA DO CORDA,12400
BA,3651,JACOBINA,12400
PB,2027,GUARABIRA,22200
MA,761,CHAPADINHA,42200
GO,9633,URUACU,7800
MG,4159,BOM SUCESSO,19500
AP,605,MACAPA,17600
PE,2577,SERRA TALHADA,23800
CE,1341,BATURITE,18800
BA,3849,SALVADOR,40200
CE,1453,LIMOEIRO DO NORTE,24100
SP,6203,BARIRI,7800
AL,2705,ARAPIRACA,20200
PE,2531,RECIFE,7800
BA,3595,ITABERABA,8500
BA,3849,SALVADOR,12400
RJ,5873,PARAIBA DO SUL,12400
AP,605,MACAPA,16000
BA,3513,EUCLIDES DA CUNHA,49800
MA,803,IMPERATRIZ,17000
PE,2419,GARANHUNS,12400
PR,7907,SIQUEIRA CAMPOS,8500
SP,7107,SAO PAULO,8700
PA,435,BREVES,16300
SP,7107,SAO PAULO,12400
PB,1937,BAYEUX,16300
CE,1389,FORTALEZA,3900
PA,441,CAMETA,12400
AL,2841,PIRANHAS,25700
PE,2571,SAO JOSE DO EGITO,15700
PA,443,CAPANEMA,8500
MG,4553,GOVERNADOR VALADARES,34100
BA,3821,REMANSO,29400
RJ,5847,MACAE,8500
BA,3391,BRUMADO,17600
RJ,6001,RIO DE JANEIRO,16300
SC,8345,SEARA,8700
RS,8801,PORTO ALEGRE,16300
SP,6133,AMERICO BRASILIENSE,15800
RJ,5833,DUQUE DE CAXIAS,17000
BA,3909,SERRINHA,12400
MG,4559,GUANHAES,17000
SE,3195,NOSSA SENHORA DO SOCORRO,17700
PE,2521,PETROLINA,42200
SP,6601,JANDIRA,17000
PB,2117,PATOS,25700
MT,9151,RONDONOPOLIS,20900
CE,1389,FORTALEZA,20900
BA,3565,IBOTIRAMA,8700
CE,1373,CAUCAIA,41200
AP,605,MACAPA,17500
PB,2179,SAO BENTO,17000
PB,1981,CAMPINA GRANDE,8500
PI,1219,TERESINA,22100
BA,3723,MEDEIROS NETO,12400
RJ,5919,TRES RIOS,16300
CE,1389,FORTALEZA,18200
MG,4733,JUIZ DE FORA,25700
SP,6587,JABOTICABAL,8500
PA,465,IGARAPE-MIRI,20200
PA,435,BREVES,18600
GO,9487,NEROPOLIS,11700
MG,4245,CAPELINHA,17200
MG,5139,SALINAS,17600
GO,9555,PORANGATU,12400
AL,2859,SANTANA DO IPANEMA,8500
MG,5403,UBERLANDIA,34200
MG,4485,ESPINOSA,12500
RS,8589,CANOAS,7800
SP,7157,TABOAO DA SERRA,31700
GO,9373,GOIANIA,8500
MA,869,PINHEIRO,25700
SP,7107,SAO PAULO,12400
PB,2051,JOAO PESSOA,12400
BA,3513,EUCLIDES DA CUNHA,23200
BA,3599,ITACARE,12400
ES,5703,VILA VELHA,8500
MG,4263,CARANDAI,9200
BA,3827,RIACHAO DO JACUIPE,8500
MG,4431,DIAMANTINA,8700
SP,6681,MARILIA,18700
SP,7183,TAUBATE,3900
MS,9051,CAMPO GRANDE,8700
MS,9157,SIDROLANDIA,25700
PR,7591,IBIPORA,11700
CE,1341,BATURITE,14500
MA,723,BACABAL,29600
AL,2837,PILAR,12400
RS,8619,CRUZ ALTA,11700
RJ,5897,SAO GONCALO,8500
SP,7107,SAO PAULO,19300
PR,7629,JACAREZINHO,7800
MA,731,BARRA DO CORDA,20200
MS,9051,CAMPO GRANDE,8500
PE,2333,BELO JARDIM,15200
BA,3377,BOM JESUS DA LAPA,8500
BA,3873,SANTO ANTONIO DE JESUS,20200
PA,535,SANTAREM,28700
PE,2419,GARANHUNS,49800
MG,4763,LAVRAS,3900
GO,1052,AGUAS LINDAS DE GOIAS,14000
CE,1447,JUAZEIRO DO NORTE,13100
SP,7107,SAO PAULO,24100
PE,2631,ABREU E LIMA,8500
BA,3313,ALAGOINHAS,10100
PI,1153,PARNAIBA,13100
RJ,5885,RIO BONITO,20900
BA,3425,CANAVIEIRAS,12400
SP,7107,SAO PAULO,8500
SP,7107,SAO PAULO,3900
MG,4123,BELO HORIZONTE,8700
CE,1337,BARBALHA,12400
AL,2845,PORTO CALVO,16300
PE,2521,PETROLINA,8500
PE,2323,ARCOVERDE,16300
SE,3233,SAO CRISTOVAO,12400
PE,2475,LAJEDO,25700
MG,4559,GUANHAES,21600
RJ,5839,ITAGUAI,20200
BA,3897,SEABRA,8500
AP,605,MACAPA,16000
PA,447,CASTANHAL,13100
CE,1389,FORTALEZA,16300
PE,2531,RECIFE,13100
SP,6477,GUARULHOS,8500
ES,5705,VITORIA,26200
SE,3157,ITABAIANA,32600
PA,535,SANTAREM,8500
PB,1975,CAJAZEIRAS,8700
PB,2051,JOAO PESSOA,22400
AP,605,MACAPA,8500
PR,7751,PATO BRANCO,3900
MA,879,PRESIDENTE DUTRA,14000
AL,2705,ARAPIRACA,13100
PB,2117,PATOS,12400
PE,2531,RECIFE,12400
PE,2457,JABOATAO DOS GUARARAPES,32600
SP,7107,SAO PAULO,18200
SP,6637,LENCOIS PAULISTA,11700
MA,1287,ZE DOCA,16300
SP,7071,SANTOS,8700
MS,9157,SIDROLANDIA,7800
MA,937,TIMON,12400
MA,921,SAO LUIS,24100
MG,5401,UBERABA,3900
AL,2853,RIO LARGO,16300
CE,1341,BATURITE,17000
SE,3127,CARIRA,12400
MA,949,VIANA,20800
SP,6425,FRANCA,12400
SP,6389,DRACENA,76600
PE,2627,VITORIA DE SANTO ANTAO,12100
AC,153,SENADOR GUIOMARD,25600
AP,615,SANTANA,25700
SE,3157,ITABAIANA,19500
